donor_id,blood_type,city,state,latitude,longitude,last_donation_days_ago,contact
D777_010,A+,Mysore,Karnataka,12.296051634123028,76.69374176643768,118,+919447313693
D777_011,O+,Mysore,Karnataka,12.330655527034482,76.6408235608556,131,+918510581288
D777_012,AB+,Mysore,Karnataka,12.280147798111527,76.6734410005099,40,+919420381531
D777_013,B-,Mysore,Karnataka,12.345161680638318,76.61404835609143,112,+917545796481
D777_014,A+,Mysore,Karnataka,12.312907370021831,76.61580487906309,87,+918164863235
D778_000,AB+,Mysore,Karnataka,12.316538114641197,76.6948443055124,155,+918774770170
D778_001,B-,Mysore,Karnataka,12.358020926637822,76.66000994233329,55,+918559239444
D778_002,O+,Mysore,Karnataka,12.323130288850898,76.64284497792151,155,+919164600687
D778_003,O-,Mysore,Karnataka,12.376594852757025,76.62316666050732,33,+918053985709
D778_004,A+,Mysore,Karnataka,12.34287861723503,76.64005820608219,109,+919720815628
D778_005,B+,Mysore,Karnataka,12.358603690766165,76.65054151067491,101,+919278053510
D778_006,A-,Mysore,Karnataka,12.350021917971528,76.6046766648018,120,+919628144398
D778_007,O-,Mysore,Karnataka,12.329159848574287,76.62277335300115,128,+918591096002
D778_008,B+,Mysore,Karnataka,12.386258049376242,76.64671800769726,136,+917701078605
D778_009,B-,Mysore,Karnataka,12.332502608128113,76.62675453490965,65,+917747398184
D778_010,O-,Mysore,Karnataka,12.31414039473027,76.62859058375102,150,+919286740804
D778_011,O-,Mysore,Karnataka,12.387595994003593,76.66663697272533,82,+919019920904
D778_012,A+,Mysore,Karnataka,12.307170720053099,76.69934891655535,173,+917576390486
D779_000,A-,Mysore,Karnataka,12.341179367757999,76.69552635163762,34,+919911746938
D779_001,AB+,Mysore,Karnataka,12.26808441498818,76.67543305612467,36,+917076150279
D779_002,AB+,Mysore,Karnataka,12.321144020642043,76.70295218602934,64,+918148716180
D779_003,B-,Mysore,Karnataka,12.332784501254524,76.71250759954914,146,+918192166770
D779_004,O+,Mysore,Karnataka,12.324741730542412,76.70794148951907,54,+917131644018
D779_005,B+,Mysore,Karnataka,12.350068053300332,76.71940860035185,85,+917531271434
D779_006,AB+,Mysore,Karnataka,12.338887916518882,76.72065447058945,165,+919012880545
D779_007,A+,Mysore,Karnataka,12.343933561280183,76.68801587698488,176,+919088867578
D779_008,AB-,Mysore,Karnataka,12.303297035396918,76.7092879681769,95,+917222221926
D779_009,A-,Mysore,Karnataka,12.321276749840143,76.65196469353431,54,+917006600525
D779_010,B-,Mysore,Karnataka,12.30601968735868,76.67050296103233,171,+919011226253
D779_011,B+,Mysore,Karnataka,12.29451806349534,76.7250485366684,172,+919759134078
D779_012,AB-,Mysore,Karnataka,12.301967551608957,76.69338079431242,169,+919666627532
D780_000,B-,Mysore,Karnataka,12.33638717954093,76.64845950414224,86,+918213333917
D780_001,B+,Mysore,Karnataka,12.282189243988443,76.63290928509335,66,+919645550726
D780_002,B+,Mysore,Karnataka,12.276106769485823,76.60977034152481,63,+919115440787
D780_003,AB-,Mysore,Karnataka,12.32673526176168,76.6193608000752,152,+918083423172
D780_004,AB-,Mysore,Karnataka,12.317184279910473,76.57855214751677,122,+917458061405
D780_005,O-,Mysore,Karnataka,12.268409129845466,76.58374275152612,163,+918211069465
D780_006,O+,Mysore,Karnataka,12.292936596069636,76.57724653911191,164,+918625480984
D780_007,B-,Mysore,Karnataka,12.307982581523826,76.6133856067351,78,+919294501574
D780_008,O+,Mysore,Karnataka,12.2673735995153,76.65213907848535,155,+919865399477
D780_009,AB-,Mysore,Karnataka,12.282861562542719,76.64256811972948,103,+919971878693
D781_000,B-,Mysore,Karnataka,12.331936621300478,76.67332785705274,173,+919551463722
D781_001,AB-,Mysore,Karnataka,12.370367641986075,76.628628770125,109,+918646341557
D781_002,B-,Mysore,Karnataka,12.363332946178186,76.64079682414375,177,+918461719208
D781_003,B+,Mysore,Karnataka,12.359607402596659,76.62848804673992,91,+918362503221
D781_004,AB+,Mysore,Karnataka,12.303207380844842,76.66499964494136,109,+919856860170
D781_005,O+,Mysore,Karnataka,12.336236939275421,76.72174683912156,151,+919769586907
D781_006,A-,Mysore,Karnataka,12.347067747890758,76.69920242838947,145,+919219555848
D781_007,B-,Mysore,Karnataka,12.366843932315964,76.69766022552191,141,+917336848658
D781_008,O-,Mysore,Karnataka,12.356926022145693,76.65208863445814,87,+919736811799
D781_009,B+,Mysore,Karnataka,12.365512312813433,76.62949531678143,113,+919406363488
D781_010,AB-,Mysore,Karnataka,12.312377654072446,76.71831641835587,115,+918426738635
D781_011,A-,Mysore,Karnataka,12.356963276212563,76.66909362833906,43,+919123128180
D781_012,AB+,Mysore,Karnataka,12.308849936162762,76.69049937287895,154,+919169738248
D781_013,AB+,Mysore,Karnataka,12.383420099822217,76.6583389254121,179,+919416884622
D782_000,AB-,Mysore,Karnataka,12.302229231532436,76.67687000525615,156,+919379219723
D782_001,B+,Mysore,Karnataka,12.247242527360315,76.66108406395294,69,+919769413993
D782_002,A+,Mysore,Karnataka,12.324109428270877,76.61581172781584,61,+918097461011
D782_003,AB+,Mysore,Karnataka,12.311990487013025,76.66568505998501,75,+918696994888
D782_004,O-,Mysore,Karnataka,12.25379066329495,76.65491426766884,76,+919517595741
D782_005,A-,Mysore,Karnataka,12.270545811724546,76.66433910344304,117,+917183586631
D782_006,AB+,Mysore,Karnataka,12.289740483408389,76.6693166522584,174,+919880596381
D782_007,A+,Mysore,Karnataka,12.245366490291039,76.63258690887746,33,+918516285558
D782_008,AB-,Mysore,Karnataka,12.335231088110948,76.63335972297655,161,+919830203183
D782_009,AB-,Mysore,Karnataka,12.330990810321412,76.69605072940193,74,+918258417617
D782_010,AB+,Mysore,Karnataka,12.287563915683606,76.67644704338076,180,+917551940435
D782_011,B-,Mysore,Karnataka,12.330558083112296,76.70105507380046,106,+918483186183
D782_012,AB-,Mysore,Karnataka,12.257639753382746,76.65254485997922,59,+918425445531
D782_013,B+,Mysore,Karnataka,12.310463486646075,76.6925345085559,46,+918099593566
D783_000,O-,Mysore,Karnataka,12.286302372433116,76.64277494159694,90,+918602617734
D783_001,AB-,Mysore,Karnataka,12.312871634952394,76.62084058787833,144,+917558693208
D783_002,O-,Mysore,Karnataka,12.316304245888805,76.64778364794263,129,+917206537132
D783_003,A-,Mysore,Karnataka,12.26400850850704,76.67045893739797,82,+919535271843
D783_004,A-,Mysore,Karnataka,12.288777073879755,76.64660423786484,142,+919050344688
D783_005,B+,Mysore,Karnataka,12.34984613884634,76.60255760942177,49,+918773545435
D783_006,A+,Mysore,Karnataka,12.31123792632494,76.62599304489635,51,+918693626092
D783_007,AB+,Mysore,Karnataka,12.323525771728326,76.64932661215512,130,+919871211773
D784_000,B+,Yadavagiri,Karnataka,12.35507747088972,76.67541534465704,151,+917386986992
D784_001,A-,Yadavagiri,Karnataka,12.350781866281547,76.60265082905833,147,+917988973754
D784_002,AB+,Yadavagiri,Karnataka,12.318031539562204,76.65126635659867,124,+918052180546
D784_003,B-,Yadavagiri,Karnataka,12.291075944581348,76.66133984285791,42,+918661539691
D784_004,O-,Yadavagiri,Karnataka,12.347224857187097,76.67398072004903,176,+918399836125
D784_005,AB-,Yadavagiri,Karnataka,12.348476687043373,76.67456836150973,166,+919102902941
D784_006,O-,Yadavagiri,Karnataka,12.348641509736984,76.63307787643002,82,+919406195347
D784_007,A+,Yadavagiri,Karnataka,12.341830634119047,76.60320875552894,53,+919957398102
D784_008,O+,Yadavagiri,Karnataka,12.356881224874117,76.66973674120861,87,+918151177818
D785_000,B+,Hutti,Karnataka,16.21439846552777,76.61184374979649,48,+919617323857
D785_001,AB+,Hutti,Karnataka,16.213429936655903,76.62668051699838,82,+919461491423
D785_002,B+,Hutti,Karnataka,16.23247532165157,76.69467984666522,131,+918433427320
D785_003,O+,Hutti,Karnataka,16.171978655563535,76.66103643141243,130,+917164281876
D785_004,O-,Hutti,Karnataka,16.152775304428417,76.66354256753876,179,+918446950979
D785_005,AB+,Hutti,Karnataka,16.16818320745095,76.60467798761145,130,+919800085125
D785_006,B-,Hutti,Karnataka,16.18541883682046,76.67412764396677,130,+917507322510
D785_007,O-,Hutti,Karnataka,16.214294270423487,76.64191108039434,43,+917242607275
D785_008,AB-,Hutti,Karnataka,16.23342469830835,76.69953242584069,144,+919783028569
D785_009,O+,Hutti,Karnataka,16.23033958362703,76.65316995064515,44,+917388290519
D785_010,O-,Hutti,Karnataka,16.222926778184558,76.69222651375851,82,+917839285346
D786_000,AB+,Raichur,Karnataka,12.946530045568563,77.53896915676559,93,+919699853619
D786_001,O-,Raichur,Karnataka,12.968115494264499,77.57737253065508,71,+918892649299
D786_002,AB-,Raichur,Karnataka,12.979738305605702,77.55642391123573,147,+918280756302
D786_003,A+,Raichur,Karnataka,12.9574613333923,77.62152913252335,162,+919978109164
D786_004,AB+,Raichur,Karnataka,12.97093940737401,77.58309213465395,180,+917412742440
D786_005,O+,Raichur,Karnataka,12.980421313358525,77.54126807326283,113,+919054103081
D786_006,A+,Raichur,Karnataka,12.9757267864017,77.58034805252856,32,+917931539423
D786_007,B-,Raichur,Karnataka,13.008101942537108,77.56206948821105,56,+919456413958
D786_008,AB-,Raichur,Karnataka,12.991578080751225,77.56502924663462,79,+917672609093
D786_009,B-,Raichur,Karnataka,12.953496883680168,77.57746228590094,46,+919301004337
D786_010,A-,Raichur,Karnataka,12.94601161298767,77.57116295876531,103,+919977222353
D786_011,A-,Raichur,Karnataka,12.962671075265403,77.54023816440193,64,+919686089633
D787_000,A-,Raichur,Karnataka,16.206574314676313,77.35336135125328,125,+918776725492
D787_001,AB-,Raichur,Karnataka,16.177904326368953,77.41681184648942,51,+918565891147
D787_002,B+,Raichur,Karnataka,16.149844853147712,77.3873140654373,116,+918552764243
D787_003,O-,Raichur,Karnataka,16.189968207992557,77.38486008980244,63,+918877670384
D787_004,A+,Raichur,Karnataka,16.212714487214818,77.3331781374317,79,+917634977807
D787_005,B+,Raichur,Karnataka,16.19516628766661,77.34032169303532,170,+918011625917
D787_006,B+,Raichur,Karnataka,16.18864778507765,77.36192477420936,121,+919630522748
D787_007,A-,Raichur,Karnataka,16.17178742954573,77.40741927897903,157,+918506458829
D787_008,O+,Raichur,Karnataka,16.182773430751936,77.3337068676176,134,+919260218254
D787_009,AB-,Raichur,Karnataka,16.160939263263376,77.34574005094294,109,+918545914257
D787_010,A+,Raichur,Karnataka,16.179816344294046,77.33313105656403,112,+919233042859
D787_011,A-,Raichur,Karnataka,16.2101501138579,77.41037212941845,92,+917527867703
D787_012,O-,Raichur,Karnataka,16.20692843860684,77.32297002748557,170,+919346473378
D787_013,AB-,Raichur,Karnataka,16.165940200241508,77.3920454567643,42,+918505900894
D787_014,O-,Raichur,Karnataka,16.188624659412202,77.38309302963148,36,+918374649330
D788_000,A-,Raichur,Karnataka,16.180042840403146,77.3998079843689,32,+919388254275
D788_001,AB-,Raichur,Karnataka,16.239346075613486,77.3897315646015,137,+918116669105
D788_002,AB-,Raichur,Karnataka,16.223416178921713,77.36818720367025,94,+918917860623
D788_003,AB+,Raichur,Karnataka,16.217584779447034,77.3923676116205,166,+919723008783
D788_004,AB+,Raichur,Karnataka,16.256171385634133,77.33358368968726,105,+917941705878
D788_005,O+,Raichur,Karnataka,16.261615855766813,77.35362858222223,89,+919465635597
D788_006,B-,Raichur,Karnataka,16.199755273168112,77.35731116899696,134,+917635212875
D788_007,AB+,Raichur,Karnataka,16.271879736443083,77.32638685468048,69,+917491530395
D788_008,O-,Raichur,Karnataka,16.179943853940873,77.33121769713291,49,+918246270359
D788_009,AB-,Raichur,Karnataka,16.20437937717293,77.40805431057066,82,+917215945571
D788_010,B+,Raichur,Karnataka,16.191422393064236,77.3383392411094,112,+918372203702
D788_011,O+,Raichur,Karnataka,16.227215808916334,77.38451488297991,30,+917113475732
D788_012,AB+,Raichur,Karnataka,16.19627654988239,77.31696352035587,152,+918526443480
D789_000,AB-,Sindhanur,Karnataka,15.742401486038062,76.81086864751775,154,+918621990911
D789_001,O-,Sindhanur,Karnataka,15.776837228489569,76.77449432604732,34,+917400006800
D789_002,O+,Sindhanur,Karnataka,15.767246139197796,76.78591412349404,142,+918670170848
D789_003,O-,Sindhanur,Karnataka,15.73927578317822,76.75796653404721,141,+919270833259
D789_004,O-,Sindhanur,Karnataka,15.771174470836234,76.79446838993758,164,+919173103830
D789_005,O-,Sindhanur,Karnataka,15.764045530809824,76.73831852932736,118,+919713337291
D789_006,O+,Sindhanur,Karnataka,15.814696174475895,76.74023910486032,167,+919580961195
D789_007,A-,Sindhanur,Karnataka,15.810659098369745,76.73816033318431,129,+919424453206
D789_008,B+,Sindhanur,Karnataka,15.752671946362337,76.73894193681362,111,+919047542931
D789_009,O+,Sindhanur,Karnataka,15.742477519557331,76.77786550187378,153,+917340843799
D789_010,B-,Sindhanur,Karnataka,15.76953611336364,76.76536582917576,66,+918908578483
D789_011,AB+,Sindhanur,Karnataka,15.809023672369745,76.72111528749646,124,+919666500636
D789_012,AB-,Sindhanur,Karnataka,15.751988212462761,76.76312213312507,50,+919872532795
D789_013,B-,Sindhanur,Karnataka,15.731460490787393,76.73258441028516,167,+919553997094
D790_000,A+,Ramanagar,Karnataka,12.524219834917934,77.29163592783085,37,+918231163445
D790_001,A-,Ramanagar,Karnataka,12.535666115427855,77.32838480425528,119,+919364504761
D790_002,O+,Ramanagar,Karnataka,12.495092803154535,77.36334209711393,123,+917288438044
D790_003,B-,Ramanagar,Karnataka,12.519576007027869,77.38296223225557,176,+918247472683
D790_004,B+,Ramanagar,Karnataka,12.577823990747866,77.36434482404316,134,+919015835496
D791_000,B-,Bhadravathi,Karnataka,13.855744771202604,75.68472928597627,64,+917237617454
D791_001,O-,Bhadravathi,Karnataka,13.818412547077848,75.69721892887914,134,+917836440984
D791_002,AB-,Bhadravathi,Karnataka,13.826114849064753,75.75071760153129,124,+919513924625
D791_003,A+,Bhadravathi,Karnataka,13.85177017044171,75.75978622470855,168,+917671863986
D791_004,B+,Bhadravathi,Karnataka,13.867761608106319,75.67203682157744,158,+918732329369
D791_005,AB-,Bhadravathi,Karnataka,13.850752024830458,75.73642371317703,30,+918396794322
D792_000,B+,Bhadravati,Karnataka,13.858166750801175,75.7189519043476,150,+917817527690
D792_001,AB+,Bhadravati,Karnataka,13.805095094980748,75.69907396799621,149,+919013750465
D792_002,B-,Bhadravati,Karnataka,13.838444435087164,75.72157046904226,146,+918061969845
D792_003,AB+,Bhadravati,Karnataka,13.821531500445623,75.69719689820074,141,+919823282435
D792_004,AB-,Bhadravati,Karnataka,13.830664480839381,75.67286532214428,175,+918438713903
D792_005,A+,Bhadravati,Karnataka,13.848951795933981,75.66950863914896,32,+918562508387
D792_006,AB-,Bhadravati,Karnataka,13.850765642386449,75.7003351400433,41,+917674645051
D792_007,A-,Bhadravati,Karnataka,13.782061773243754,75.68441932317924,36,+917993523965
D792_008,B+,Bhadravati,Karnataka,13.820816145115264,75.65504663690972,76,+919219612035
D792_009,O-,Bhadravati,Karnataka,13.809304910943665,75.66403517869689,70,+918428361550
D792_010,A-,Bhadravati,Karnataka,13.854123608042618,75.68281050432613,107,+917519978813
D792_011,AB-,Bhadravati,Karnataka,13.824547671522712,75.66060467476849,47,+919367152314
D792_012,B+,Bhadravati,Karnataka,13.80813607832547,75.70402592962066,143,+919377761691
D792_013,AB-,Bhadravati,Karnataka,13.847399611554666,75.73849691261204,53,+919883024101
D792_014,O+,Bhadravati,Karnataka,13.781054594494435,75.67320808221686,158,+918354733134
D793_000,A+,Shimoga,Karnataka,13.922145630524842,75.58713342574158,170,+918454841386
D793_001,B+,Shimoga,Karnataka,13.929426868608216,75.53466051208784,152,+919659502419
D793_002,A+,Shimoga,Karnataka,13.962631349563122,75.58704399292563,124,+917103231362
D793_003,A-,Shimoga,Karnataka,13.965439424019904,75.59817354307508,119,+918755550671
D793_004,AB-,Shimoga,Karnataka,13.903856264062782,75.59091620526874,136,+919296644878
D793_005,O-,Shimoga,Karnataka,13.924501663069002,75.53720120081293,57,+918932315833
D793_006,B+,Shimoga,Karnataka,13.93403951362593,75.60740201137045,37,+918432797227
D793_007,AB-,Shimoga,Karnataka,13.942605236041056,75.59439020419403,87,+917668263323
D794_000,B+,Shimoga,Karnataka,13.927277985257858,75.55058948400821,103,+917444206796
D794_001,B-,Shimoga,Karnataka,13.896512236329613,75.61695650666633,152,+919957041466
D794_002,A+,Shimoga,Karnataka,13.979147703893627,75.58123821239292,79,+919279317196
D794_003,A+,Shimoga,Karnataka,13.93705970684593,75.55440042261263,85,+919155471596
D794_004,AB+,Shimoga,Karnataka,13.974096373398758,75.60461589998417,82,+917530954272
D794_005,AB-,Shimoga,Karnataka,13.91244832066577,75.58189302084168,138,+918827795496
D795_000,A+,Shimoga,Karnataka,13.976362739938535,75.61465233395465,135,+918595122672
D795_001,O-,Shimoga,Karnataka,13.927822238184229,75.59152337088224,119,+918405073697
D795_002,A-,Shimoga,Karnataka,13.964020386478278,75.59901714190512,104,+919743642437
D795_003,AB-,Shimoga,Karnataka,13.972952306899353,75.58025585979667,143,+917051274645
D795_004,A+,Shimoga,Karnataka,13.900815550620234,75.63601657604966,105,+919290048215
D795_005,A-,Shimoga,Karnataka,13.885511095682638,75.62122995418616,158,+918375062910
D795_006,AB-,Shimoga,Karnataka,13.898056865033649,75.60143322477981,113,+919164022184
D795_007,O-,Shimoga,Karnataka,13.961350673927061,75.63010036379184,104,+917199565823
D795_008,A+,Shimoga,Karnataka,13.898223600144005,75.6612919601547,164,+917070506876
D795_009,A-,Shimoga,Karnataka,13.919916856470872,75.64609295183351,103,+918301268201
D796_000,A-,Shimoga,Karnataka,13.898674726243328,75.51175272897109,92,+919882425604
D796_001,AB+,Shimoga,Karnataka,13.934720674138942,75.59258878260447,60,+917369326516
D796_002,O-,Shimoga,Karnataka,13.921036641059404,75.60729568579548,117,+917383680131
D796_003,O+,Shimoga,Karnataka,13.85973259136056,75.53792425820264,89,+919849990256
D796_004,A+,Shimoga,Karnataka,13.862277218950146,75.59754312493597,121,+918339554462
D796_005,O+,Shimoga,Karnataka,13.861459680083396,75.57444714518914,115,+919521837268
D796_006,B+,Shimoga,Karnataka,13.920687326619474,75.51268537617186,65,+919451048905
D796_007,AB+,Shimoga,Karnataka,13.88908490233274,75.58933829485457,39,+919679264910
D796_008,O-,Shimoga,Karnataka,13.901777476775768,75.54520341978899,91,+919989348161
D796_009,A+,Shimoga,Karnataka,13.950099432448138,75.53290142869092,159,+919814988013
D796_010,B-,Shimoga,Karnataka,13.914310255283546,75.55071999249822,130,+919092673613
D796_011,B+,Shimoga,Karnataka,13.88850813631554,75.54289574477912,65,+919190378134
D796_012,AB-,Shimoga,Karnataka,13.861906148358448,75.58332996182213,54,+918012377399
D796_013,A-,Shimoga,Karnataka,13.93630277593301,75.58765421776233,119,+919760900988
D797_000,O+,Shivamogga,Karnataka,13.911082694505113,75.58543515123007,77,+919630987761
D797_001,AB+,Shivamogga,Karnataka,13.954102813725788,75.58894935073694,134,+917151259957
D797_002,A+,Shivamogga,Karnataka,13.909852989372617,75.54300188542463,40,+919356962032
D797_003,O+,Shivamogga,Karnataka,13.954015579888177,75.60912834996329,34,+919362820993
D797_004,AB+,Shivamogga,Karnataka,13.933449520730232,75.53840167810364,169,+918357972533
D797_005,O+,Shivamogga,Karnataka,13.88489255816226,75.579365347623,56,+917470253833
D797_006,A+,Shivamogga,Karnataka,13.940330891086601,75.5720261774716,142,+918923359826
D797_007,A-,Shivamogga,Karnataka,13.933649639743324,75.52322116268785,83,+919533971332
D797_008,A-,Shivamogga,Karnataka,13.972621990380466,75.61879331650488,158,+919290523827
D797_009,A-,Shivamogga,Karnataka,13.906155828395752,75.52361182365733,173,+919691684939
D797_010,O+,Shivamogga,Karnataka,13.921840784491433,75.53268818684055,169,+917775813269
D797_011,A-,Shivamogga,Karnataka,13.92035143984384,75.53194479003804,170,+918083973920
D797_012,O+,Shivamogga,Karnataka,13.976616018658797,75.56033552811871,113,+917659125844
D797_013,AB-,Shivamogga,Karnataka,13.907031416319864,75.53730875468887,124,+918499720804
D797_014,AB+,Shivamogga,Karnataka,13.894668499563837,75.56596751319233,86,+919549079998
D798_000,AB+,Tumkur,Karnataka,13.313245532590894,77.09370206275382,145,+919508275602
D798_001,AB-,Tumkur,Karnataka,13.375202020168548,77.07089656229307,120,+918327485222
D798_002,O+,Tumkur,Karnataka,13.33240999592233,77.06254629836637,155,+919709566127
D798_003,AB-,Tumkur,Karnataka,13.307997298688417,77.09738331048716,174,+919800443319
D798_004,A-,Tumkur,Karnataka,13.371868463211932,77.08440965268876,86,+917403931778
D798_005,A+,Tumkur,Karnataka,13.38540462658738,77.02425796533984,138,+917354274739
D798_006,O+,Tumkur,Karnataka,13.340803730653437,77.09667443929084,97,+918430088634
D798_007,O+,Tumkur,Karnataka,13.32227323047875,77.01748788053206,39,+917796094425
D798_008,O+,Tumkur,Karnataka,13.324416887837101,77.0415091613216,140,+919832951544
D798_009,B+,Tumkur,Karnataka,13.355983508406316,77.08616422710539,158,+919560097945
D798_010,O-,Tumkur,Karnataka,13.321719142214231,77.07299496697536,103,+919462548896
D798_011,B-,Tumkur,Karnataka,13.389226675678055,77.08878911660494,59,+919395324414
D798_012,O+,Tumkur,Karnataka,13.35551771271281,77.05551962210536,41,+918840700748
D799_000,B-,Tumkur,Karnataka,13.370719451941296,77.12921143995692,35,+918908012721
D799_001,AB+,Tumkur,Karnataka,13.382751757969961,77.12200826927923,93,+918341998551
D799_002,AB-,Tumkur,Karnataka,13.356672738134098,77.04865706677657,74,+919086678278
D799_003,A-,Tumkur,Karnataka,13.320760294451295,77.07456695488004,102,+918160760811
D799_004,B+,Tumkur,Karnataka,13.333194054511093,77.0608114198031,30,+918513133297
D799_005,O+,Tumkur,Karnataka,13.305153247287594,77.08373617468433,78,+918655226179
D799_006,B-,Tumkur,Karnataka,13.30399883755992,77.14287974109067,52,+917654707060
D800_000,O+,Tumkur,Karnataka,13.38166440396309,77.153118869487,83,+918546554438
D800_001,A-,Tumkur,Karnataka,13.37202558477969,77.12437394987332,118,+918509991397
D800_002,B+,Tumkur,Karnataka,13.374852302990005,77.12965294304402,99,+917607149988
D800_003,O-,Tumkur,Karnataka,13.288441823295438,77.1070063128914,153,+919324296003
D800_004,A+,Tumkur,Karnataka,13.33883436945517,77.09419703835549,158,+919257398939
D800_005,A+,Tumkur,Karnataka,13.331639178557301,77.11389130439507,74,+917649815664
D801_000,B-,Tumkur,Karnataka,13.313216304129584,77.11527763723228,78,+917791694805
D801_001,AB-,Tumkur,Karnataka,13.33548079209922,77.056583023559,84,+918066142582
D801_002,AB+,Tumkur,Karnataka,13.329517225365368,77.09118120012339,68,+918047296713
D801_003,AB+,Tumkur,Karnataka,13.295068420875449,77.09076667937425,69,+918844879991
D801_004,O+,Tumkur,Karnataka,13.32597273213995,77.1074916744657,142,+919175869280
D801_005,A-,Tumkur,Karnataka,13.340594410695314,77.1305033677922,160,+918652718504
D801_006,AB-,Tumkur,Karnataka,13.34654752373849,77.09183144545096,167,+918263676759
D801_007,B+,Tumkur,Karnataka,13.380094087623698,77.07500387593342,179,+919607461853
D801_008,A-,Tumkur,Karnataka,13.302656395370335,77.09494937752773,79,+919736780009
D801_009,B+,Tumkur,Karnataka,13.381349971862146,77.12897633884025,156,+918732101184
D801_010,O+,Tumkur,Karnataka,13.353462677382426,77.10640483639033,134,+917019657801
D802_000,B-,Tumkur,Karnataka,13.331993070156752,77.09544781193121,114,+918886091038
D802_001,B-,Tumkur,Karnataka,13.36788494841712,77.05635345793785,158,+917324881277
D802_002,A-,Tumkur,Karnataka,13.381753447611532,77.12430270722453,131,+917886452104
D802_003,AB-,Tumkur,Karnataka,13.336577752105576,77.05465997982306,57,+918045076051
D802_004,A+,Tumkur,Karnataka,13.383073200613318,77.10863641528994,107,+919293562801
D802_005,B-,Tumkur,Karnataka,13.31152985865959,77.11859711410189,86,+919855066057
D802_006,A+,Tumkur,Karnataka,13.302099318527219,77.0934600852294,54,+919321648373
D802_007,B+,Tumkur,Karnataka,13.316512384754478,77.06669579687711,32,+917250487235
D802_008,B-,Tumkur,Karnataka,13.341632611871667,77.13683350860725,60,+919639691876
D802_009,B-,Tumkur,Karnataka,13.298755570756683,77.08853974191715,123,+919869684266
D802_010,AB-,Tumkur,Karnataka,13.345977047191406,77.06260332469769,91,+919081715811
D802_011,O+,Tumkur,Karnataka,13.372471259027192,77.13920411320011,92,+919490230763
D802_012,A+,Tumkur,Karnataka,13.358934303082737,77.13066860595981,51,+917052880164
D802_013,AB+,Tumkur,Karnataka,13.376162490558665,77.07674665184166,158,+918632327864
D802_014,A+,Tumkur,Karnataka,13.320529675207945,77.05696594540238,120,+917606228341
D803_000,B+,Tumkur,Karnataka,13.357374928860743,77.14217773701982,74,+919371658342
D803_001,B+,Tumkur,Karnataka,13.419591011866414,77.1429069952609,63,+917449964099
D803_002,B+,Tumkur,Karnataka,13.413163506279862,77.13636270484449,170,+919754035650
D803_003,B-,Tumkur,Karnataka,13.360016080840524,77.14253381212887,55,+917538471257
D803_004,A+,Tumkur,Karnataka,13.379217617500403,77.05030358130689,46,+918387610187
D803_005,AB-,Tumkur,Karnataka,13.418603932669232,77.04875315222893,152,+917583892976
D803_006,A-,Tumkur,Karnataka,13.329998025789866,77.1468702208006,164,+919051335895
D803_007,B+,Tumkur,Karnataka,13.41300686899699,77.0892521801489,120,+918699347977
D803_008,O-,Tumkur,Karnataka,13.331242758092507,77.10032689129545,137,+918798507782
D803_009,A-,Tumkur,Karnataka,13.402561022704106,77.10270230977636,171,+919893164172
D803_010,A-,Tumkur,Karnataka,13.355372066153327,77.09123946935622,71,+917970814762
D804_000,A+,Manipal,Karnataka,13.35639143698274,74.83642319252964,80,+917355438889
D804_001,B-,Manipal,Karnataka,13.361702392873744,74.75855809051103,101,+917043000331
D804_002,A+,Manipal,Karnataka,13.395187082045473,74.77318591912872,69,+919855990967
D804_003,B+,Manipal,Karnataka,13.34362640203161,74.74301328696858,130,+917031232958
D804_004,O+,Manipal,Karnataka,13.35308976777218,74.79042359057836,75,+918401732555
D804_005,B+,Manipal,Karnataka,13.31015709865832,74.75588082483918,144,+917981022542
D804_006,A-,Manipal,Karnataka,13.392821797839593,74.83298550411989,166,+917655738992
D804_007,B+,Manipal,Karnataka,13.3173643994285,74.78440838880508,83,+919916289369
D804_008,O-,Manipal,Karnataka,13.329438219857256,74.75027035945779,74,+919545450552
D804_009,O+,Manipal,Karnataka,13.352776288680536,74.82739049896061,93,+918252588834
D804_010,A-,Manipal,Karnataka,13.354431994524512,74.77923883930771,90,+918336963562
D804_011,O+,Manipal,Karnataka,13.349298175696253,74.74426820582329,122,+919042480121
D805_000,B+,Udupi,Karnataka,13.357689559817265,74.71906463438862,176,+918840408284
D805_001,AB+,Udupi,Karnataka,13.325154096249186,74.75197031066584,85,+919247302280
D805_002,AB-,Udupi,Karnataka,13.368272070473422,74.72805258136427,91,+919742444503
D805_003,A+,Udupi,Karnataka,13.312059273816033,74.78391638078584,123,+919337126108
D805_004,AB-,Udupi,Karnataka,13.320132021260479,74.69346609655686,92,+919146631047
D805_005,A+,Udupi,Karnataka,13.34575225046177,74.69752616443198,148,+917808677956
D805_006,AB-,Udupi,Karnataka,13.36299940693558,74.70160398111086,59,+917334161594
D805_007,O-,Udupi,Karnataka,13.383182682905465,74.76276633432114,88,+917010156474
D805_008,B-,Udupi,Karnataka,13.304992779146191,74.70310412882311,102,+918609580148
D805_009,AB+,Udupi,Karnataka,13.310509206739058,74.70365818099913,137,+917358183551
D805_010,AB+,Udupi,Karnataka,13.287144425949629,74.78077057673967,109,+919908457895
D805_011,B-,Udupi,Karnataka,13.316732582213874,74.69281845630974,81,+918867360847
